arrival_scale,attempt_count,cache_capacity_entries,capacity_binding,cell_id,congestion_action,gated_retry_count,hit_ceiling,offered_requests,offered_tokens,regime,request_goodput,retry_count,strategy,strict_goodput,strict_output_goodput
1.5,23608,183166,False,COMPUTE_BOUND-1.5x-DECODE_NO_GATE,DEFER,0,1.0,23608,207091518,COMPUTE_BOUND,0.0007705666666666666,0,DECODE_NO_GATE,6.6328044,0.13885113333333332
1.5,23608,183166,False,COMPUTE_BOUND-1.5x-DECODE_ORACLE,DEFER,0,1.0,23608,207091518,COMPUTE_BOUND,0.0007705666666666666,0,DECODE_ORACLE,6.6328044,0.13885113333333332
1.5,23608,183166,False,COMPUTE_BOUND-1.5x-DECODE_ORACLE_NOISED,DEFER,0,1.0,23608,207091518,COMPUTE_BOUND,0.0007705666666666666,0,DECODE_ORACLE_NOISED,6.6328044,0.13885113333333332
1.5,23608,183166,False,MEMORY_BOUND-1.5x-DECODE_NO_GATE,DEFER,0,1.0,23608,207091518,MEMORY_BOUND,0.0007615,0,DECODE_NO_GATE,6.580267166666666,0.1365802
1.5,23608,183166,False,MEMORY_BOUND-1.5x-DECODE_ORACLE,DEFER,0,1.0,23608,207091518,MEMORY_BOUND,0.0007615,0,DECODE_ORACLE,6.580267166666666,0.1365802
1.5,23608,183166,False,MEMORY_BOUND-1.5x-DECODE_ORACLE_NOISED,DEFER,0,1.0,23608,207091518,MEMORY_BOUND,0.0007615,0,DECODE_ORACLE_NOISED,6.580267166666666,0.1365802
1.5,23608,183166,False,MIXED-1.5x-DECODE_NO_GATE,DEFER,0,1.0,23608,207091518,MIXED,0.0007767,0,DECODE_NO_GATE,6.717494833333333,0.14036286666666667
1.5,23608,183166,False,MIXED-1.5x-DECODE_ORACLE,DEFER,0,1.0,23608,207091518,MIXED,0.0007767,0,DECODE_ORACLE,6.717494833333333,0.14036286666666667
1.5,23608,183166,False,MIXED-1.5x-DECODE_ORACLE_NOISED,DEFER,0,1.0,23608,207091518,MIXED,0.0007767,0,DECODE_ORACLE_NOISED,6.717494833333333,0.14036286666666667
