result_schema_version,case_id,selector_id,eviction_id,node_count,capacity_mode,capacity_blocks,replay_mode,visibility,view_mode,view_delay_ms,view_loss_probability,replay_speed,seed,prefill_uncached_token_ms,prefill_concurrency_per_node,prefix_anchor_k,soft_alpha,minimum_shared_blocks,family_size_cap,hot_block_percentile,cache_discount,similar_band_ratio,completed_requests,block_ref_hit_rate,token_weighted_hit_rate,logical_block_ref_hit_rate,logical_token_weighted_hit_rate,request_load_max_mean,input_token_load_max_mean,uncached_token_load_max_mean,request_load_cv,request_load_gini,queue_wait_normalized_ms_p50,queue_wait_normalized_ms_p95,queue_wait_normalized_ms_p99,queue_wait_normalized_ms_max,offered_load_ratio,eviction_count,rejected_placements,unique_resident_blocks,replica_factor,fallback_count,no_stat_fallback_count,inflight_wait_tokens,inflight_wait_ms,stranded_block_references,eviction_regret,one_hit_pollution,affinity_kept,affinity_broken,trace_sha256,config_sha256,git_sha,git_dirty
phase-a-result-v3,K-S3-k8,S3_GB_PREFIX_BUCKET,E1_LRU,4,FIXED_TOTAL,50000,QUEUED,INSERT_AT_COMPLETION,DELAYED,100,0,1,713,0.0568,1,8,1.25,2,128,99,0.7,0.1,23608,0.5157857708205084,0.5327874585952608,0.5157857708205084,0.5327874585952608,1.9839037614368011,1.771277928183067,1.175571285100358,0.5728408351712034,0.2720899695018637,277.29759999981616,3226.7455200002614,5886.649760000039,12557.627999999997,0.3737235914444445,148216,0,46724,1.0701138601147162,2577,0,0,0.0,8,81,139048,21031,2577,b434f1816a707f4bac697235588184ebc374c9907cb981bb65fb0643471fe711,03733ec27f22234a4ef43375da0f2b076da1eacd6697f4f69b01334c662014b7,9a62361fd8a0c42bd9e34db934b185e4f2dda2cd,False
phase-a-result-v3,K-S3-k12,S3_GB_PREFIX_BUCKET,E1_LRU,4,FIXED_TOTAL,50000,QUEUED,INSERT_AT_COMPLETION,DELAYED,100,0,1,713,0.0568,1,12,1.25,2,128,99,0.7,0.1,23608,0.5142418823713345,0.531176840417153,0.5142418823713345,0.531176840417153,2.0064384954252796,1.784070108470563,1.13314033026635,0.5838337962366469,0.2706497797356828,280.4783999999054,2936.6395199999906,6101.407152000118,16591.677599999995,0.37501192588888893,148848,0,46405,1.0774701002047193,2349,0,0,0.0,107,85,139772,21259,2349,b434f1816a707f4bac697235588184ebc374c9907cb981bb65fb0643471fe711,ce6ba20a48f3abce04a1f12ddf2aeaefb11aa73bc22cf304eb470e6ea0d026ad,9a62361fd8a0c42bd9e34db934b185e4f2dda2cd,False
phase-a-result-v3,K-S3-k16,S3_GB_PREFIX_BUCKET,E1_LRU,4,FIXED_TOTAL,50000,QUEUED,INSERT_AT_COMPLETION,DELAYED,100,0,1,713,0.0568,1,16,1.25,2,128,99,0.7,0.1,23608,0.5030877768983476,0.5196387893605173,0.5030877768983476,0.5196387893605173,1.0548966452050152,1.041634341831375,1.0562896324994417,0.03887118625033055,0.02094628939342602,231.5168000003323,3098.0138799995834,6552.224207999327,14638.552800000063,0.38424121983333337,153414,0,46047,1.08584706929876,2472,0,0,0.0,0,103,144799,21136,2472,b434f1816a707f4bac697235588184ebc374c9907cb981bb65fb0643471fe711,647fbb5ff3987df5b3f824a35e6ea2e873ba8836b16b7024496bed318b84972c,9a62361fd8a0c42bd9e34db934b185e4f2dda2cd,False
phase-a-result-v3,A2-S3_GB_PREFIX_BUCKET-E0_FIFO,S3_GB_PREFIX_BUCKET,E0_FIFO,4,FIXED_TOTAL,50000,QUEUED,INSERT_AT_COMPLETION,DELAYED,100,0,1,713,0.0568,1,2,1.25,2,128,99,0.7,0.1,23608,0.5061975395499272,0.5228902044665033,0.5061975395499272,0.5228902044665033,1.7965096577431379,1.6637224814244247,1.1025981204045847,0.49137605281976615,0.25828109115554043,272.46959999998217,3199.3054400000174,6458.254856000052,18149.701600000262,0.38164041094444445,150480,0,47641,1.0495161730442266,2690,0,0,0.0,1667,350,138164,20918,2690,b434f1816a707f4bac697235588184ebc374c9907cb981bb65fb0643471fe711,2711f07e5011b1cc8fb75529b558998012cfe0637758d9e5d5ca8465c5d7b635,9a62361fd8a0c42bd9e34db934b185e4f2dda2cd,False
phase-a-result-v3,A2-S3_GB_PREFIX_BUCKET-E1_LRU,S3_GB_PREFIX_BUCKET,E1_LRU,4,FIXED_TOTAL,50000,QUEUED,INSERT_AT_COMPLETION,DELAYED,100,0,1,713,0.0568,1,2,1.25,2,128,99,0.7,0.1,23608,0.5228554119153012,0.5400859475999957,0.5228554119153012,0.5400859475999957,1.8217553371738393,1.6831741847266226,1.1175403951287979,0.504329484930929,0.26387241613012535,249.749599999981,3103.4838400000053,6391.827824000935,18149.701600000262,0.3678855257222223,145322,0,47838,1.0451941970818177,2457,0,0,0.0,0,57,136321,21151,2457,b434f1816a707f4bac697235588184ebc374c9907cb981bb65fb0643471fe711,f67c77939c05d0c30da99c997a21d565add0c950531d826dd0d1503974096e95,9a62361fd8a0c42bd9e34db934b185e4f2dda2cd,False
phase-a-result-v3,A2-S3_GB_PREFIX_BUCKET-E2_SLRU,S3_GB_PREFIX_BUCKET,E2_SLRU,4,FIXED_TOTAL,50000,QUEUED,INSERT_AT_COMPLETION,DELAYED,100,0,1,713,0.0568,1,2,1.25,2,128,99,0.7,0.1,23608,0.5188808763032666,0.5359799856898483,0.5188808763032666,0.5359799856898483,1.8220942053541171,1.683471553897563,1.1186316071191436,0.5048103682538327,0.26408420874279903,253.64040000003297,3080.390400000032,6348.39854400002,18149.701600000262,0.3711698871111111,146949,0,48665,1.0274324463166546,2470,0,0,0.0,25,215,146949,21138,2470,b434f1816a707f4bac697235588184ebc374c9907cb981bb65fb0643471fe711,988052197ddd2f1ca9bb4724ae835444f11471920f1006914974545aa3b76131,9a62361fd8a0c42bd9e34db934b185e4f2dda2cd,False
phase-a-result-v3,A2-S3_GB_PREFIX_BUCKET-E3_SECOND_HIT_ADMISSION,S3_GB_PREFIX_BUCKET,E3_SECOND_HIT_ADMISSION,4,FIXED_TOTAL,50000,QUEUED,INSERT_AT_COMPLETION,DELAYED,100,0,1,713,0.0568,1,2,1.25,2,128,99,0.7,0.1,23608,0.43090854903800113,0.4452524366369411,0.43090854903800113,0.4452524366369411,1.7732971873941037,1.6404011523134272,1.0693336414389982,0.47882427609087524,0.2529227380548966,363.03719999978784,3690.078119999963,6871.682175999705,18178.783199999947,0.4437429078888889,0,198107,33557,1.0386506541109157,3215,0,0,0.0,0,0,0,20393,3215,b434f1816a707f4bac697235588184ebc374c9907cb981bb65fb0643471fe711,5b8c261ebbd74a9ef5869a65dac4a268ce8d6243a22b189701c02d4dae3a7415,9a62361fd8a0c42bd9e34db934b185e4f2dda2cd,False
phase-a-result-v3,A2-S5_CENTRALIZED_MASTER_TTFT-E0_FIFO,S5_CENTRALIZED_MASTER_TTFT,E0_FIFO,4,FIXED_TOTAL,50000,QUEUED,INSERT_AT_COMPLETION,DELAYED,100,0,1,713,0.0568,1,2,1.25,2,128,99,0.7,0.1,23608,0.491313184611927,0.5075611156296775,0.491313184611927,0.5075611156296775,1.6028464927143342,1.5634637237941014,1.55238331210131,0.44046224051978866,0.24307438156557093,1060.6548000000184,6589.078320000111,10309.641903999987,21747.754400000034,0.3939021582777778,157827,0,47655,1.0492078480747036,0,0,0,0.0,520,260,146441,0,0,b434f1816a707f4bac697235588184ebc374c9907cb981bb65fb0643471fe711,2b137ff9260e05753e47978ad1f8566b00de30aedef1f0015524c727f26bacaf,9a62361fd8a0c42bd9e34db934b185e4f2dda2cd,False
phase-a-result-v3,A2-S5_CENTRALIZED_MASTER_TTFT-E1_LRU,S5_CENTRALIZED_MASTER_TTFT,E1_LRU,4,FIXED_TOTAL,50000,QUEUED,INSERT_AT_COMPLETION,DELAYED,100,0,1,713,0.0568,1,2,1.25,2,128,99,0.7,0.1,23608,0.5064442685584186,0.523164845882919,0.5064442685584186,0.523164845882919,1.6463910538800406,1.563008399441356,1.5742644755416988,0.48833741335088565,0.2727888851236868,1296.573599999887,6589.078320000111,10504.668679999973,21747.754400000034,0.38142072511111114,152040,0,47135,1.0607828577490188,0,0,0,0.0,0,119,143087,0,0,b434f1816a707f4bac697235588184ebc374c9907cb981bb65fb0643471fe711,99174295044675d146ebc4e9a7b6bb22c1180fb51d8aedd8cbc81404a925dca7,9a62361fd8a0c42bd9e34db934b185e4f2dda2cd,False
phase-a-result-v3,A2-S5_CENTRALIZED_MASTER_TTFT-E2_SLRU,S5_CENTRALIZED_MASTER_TTFT,E2_SLRU,4,FIXED_TOTAL,50000,QUEUED,INSERT_AT_COMPLETION,DELAYED,100,0,1,713,0.0568,1,2,1.25,2,128,99,0.7,0.1,23608,0.49894956956780895,0.5154504473533658,0.49894956956780895,0.5154504473533658,1.5864113859708573,1.5267937813687948,1.5594575386280123,0.480652023325787,0.2669010504913589,1352.3796000004513,6847.3393999998925,10504.668679999973,21747.754400000034,0.38759147711111114,155108,0,46763,1.0692213929816308,0,0,0,0.0,20,349,155108,0,0,b434f1816a707f4bac697235588184ebc374c9907cb981bb65fb0643471fe711,7785eb0c04df82e3b92546dae8071bf38326fc08f4f5671641ca51369e8371a8,9a62361fd8a0c42bd9e34db934b185e4f2dda2cd,False
